compound_id2,mesh_name2
D014640,Vancomycin
C053091,lomefloxacin
C054920,loracarbef
D053243,Zanamivir
D008911,Minocycline
C059500,meropenem
C418563,tenofovir disoproxil
D003523,Cycloserine
D015215,Zidovudine
C413685,entecavir
D019469,Indinavir
D003622,Dapsone
D003676,Deferoxamine
C080163,trovafloxacin
C507898,raltegravir
D000658,Amoxicillin
C099245,doripenem
D009254,Nafcillin
C100416,peginterferon alfa-2a
C102790,voriconazole
D065819,Voriconazole
D009271,Naltrexone
D003707,Demeclocycline
D001398,Aztreonam
C041747,nitazoxanide
D019888,Nelfinavir
C103274,gemifloxacin
C104727,moxifloxacin
C105196,enfuvirtide
D000666,Amphotericin B
D000667,Ampicillin
C084555,valacyclovir
C446479,ertapenem
C105417,caspofungin
C018120,oxychlorosene
D009643,Norfloxacin
D004009,Dicloxacillin
D017245,Foscarnet
D010068,Oxacillin
D016047,Zalcitabine
D016049,Didanosine
D010131,Aminosalicylic Acid
C413408,atazanavir
D010303,Paromomycin
C028797,pralidoxime
D010400,Penicillin G
D004112,Dimercaprol
D004113,Succimer
C053001,adefovir
D010404,Penicillin V
D010419,Pentamidine
C421124,drotrecogin alfa activated
C061363,sparfloxacin
D017963,Azithromycin
C011674,bacampicillin
C042734,rifaximin
C426859,fosamprenavir
C098010,linezolid
D000069349,Linezolid
C106538,abacavir
C107201,tipranavir
C098320,efavirenz
C112035,lopinavir
D061466,Lopinavir
C052018,cefprozil
D004318,Doxycycline
C038634,cadexomer iodine
D002228,Carbenicillin
D004492,Edetic Acid
C043265,tazobactam
C041359,terbinafine
D064704,Levofloxacin
C119092,tigecycline
D015365,Enoxacin
C059262,cidofovir
D010878,Piperacillin
D019258,Saquinavir
D004917,Erythromycin
C073460,cefditoren
C075375,grepafloxacin
D020008,Delavirdine
D019438,Ritonavir
C043266,cefepime
C053268,cefpodoxime
C054360,ceftibuten
D004977,Ethambutol
D005000,Ethionamide
D011206,Povidone-Iodine
D011223,Praziquantel
D017291,Clarithromycin
D016597,Trimetrexate
D011319,Primaquine
D015766,Albendazole
D015725,Fluconazole
D005437,Flucytosine
D005557,Formaldehyde
D005664,Furazolidone
D000069454,Darunavir
C482292,darunavir
D015774,Ganciclovir
C487779,telbivudine
C451734,etravirine
D011715,Pyrantel
D011718,Pyrazinamide
D011739,Pyrimethamine
D011803,Quinine
D005976,Glutaral
D012254,Ribavirin
D012293,Rifampin
D012299,Rimantadine
D006118,Griseofulvin
C023768,halofantrine
D006582,Hexachlorophene
D002433,Cefaclor
D019829,Nevirapine
D002434,Cefadroxil
D012973,Sodium Hypochlorite
D002437,Cefazolin
D002438,Cefoperazone
D002439,Cefotaxime
D015313,Cefotetan
D002440,Cefoxitin
D006861,Hydrogen Peroxide
D002442,Ceftazidime
D006886,Hydroxychloroquine
D015296,Ceftizoxime
D017828,Rifabutin
D002443,Ceftriaxone
D002444,Cefuroxime
D015378,Imipenem
D007455,Iodine
C050739,interferon alfacon-1
D007486,Ipecac
D018119,Stavudine
D053626,Atovaquone
D007538,Isoniazid
D007559,Ivermectin
D007612,Kanamycin
C415250,deferasirox
D017576,Daptomycin
D002506,Cephalexin
D002515,Cephradine
C502411,maraviroc
C078049,gatifloxacin
C095108,amprenavir
C113825,quinupristin
C113826,dalfopristin
D002606,Charcoal
C053853,dirithromycin
D008034,Lincomycin
D002710,Chlorhexidine
D000583,Amikacin
D002727,Proguanil
D002738,Chloroquine
D008463,Mebendazole
D020682,Cefixime
C056814,cefdinir
C417083,peginterferon alfa-2b
D015377,Cilastatin
D002939,Ciprofloxacin
D002991,Clofazimine
D053139,Oseltamivir
D003023,Cloxacillin
D013307,Streptomycin
D013407,Sulbactam
D013411,Sulfadiazine
D013413,Sulfadoxine
D013420,Sulfamethoxazole
D013444,Sulfisoxazole
D013752,Tetracycline
D013827,Thiabendazole
D008524,Medrogestone
C084825,thioproperazine
D013185,Squalene
D015767,Mefloquine
D013912,Threonine
D008529,Mefruside
D013943,Thymol
D007611,Aprotinin
D013954,Thyroglobulin
D052201,Lactobacillus rhamnosus
D013265,Stigmasterol
D013293,Enterococcus faecalis
D013324,Strontium
D013408,Sulbenicillin
D013412,Sulfadimethoxine
D013414,Sulfaguanidine
D013421,Sulfamethoxypyridazine
D013443,Sulfisomidine
D013448,Sulfobromophthalein
C084593,sulthiame
D017762,Nadroparin
C019179,ferric sodium edetate
C004932,diloxanide
C103998,epoetin beta
D008712,Methicillin Sodium
C073323,glibornuride
C073263,glymidine
D013578,Synephrine
C003319,disodium pyrophosphate
C005034,hexafluorenium
D024483,Vitamin K 3
C018961,hexamidine
C015922,hexocyclium
D013973,Thyrotropin-Releasing Hormone
C039725,Corynebacterium parvum vaccine
C038950,cefpirome
D013626,Talampicillin
C010466,hydroiodic acid
C010467,hydrotalcite
C008079,hydroxypropylcellulose
D013670,Sodium Pertechnetate Tc 99m
D013993,Tilidine
D008615,Mephenesin
D008616,Mephentermine
C053562,desflurane
C045504,tropisetron
D014043,Tolazoline
C104457,nelarabine
D008621,Meptazinol
D008634,Mersalyl
C008133,invert sugar
D008655,Mesterolone
C044834,iodixanol
C038192,iopromide
C055357,ioxilan
D014049,Tolperisone
D008680,Metaraminol
C008170,"citric acid, iron, sorbitol drug combination"
C025484,iso-sulfan blue
C011001,isoaminile
C020382,isoconazole
C018548,lanatoside C
C008205,isopropyl myristate
C409945,parecoxib
C008214,isothipendyl
D008690,Methacycline
C012393,oxaceprol
D014215,Triacetin
C002072,ketazolam
C061870,rocuronium
D008692,Methadyl Acetate
C063008,mycophenolate mofetil
C100123,nicofuranose
D008695,Methandriol
D008696,Methandrostenolone
C056164,fenugreek seed meal
C084588,methantheline
D008701,Methapyrilene
D008702,Methaqualone
C084822,metharbital
D013840,Thiamylal
C060285,lacidipine
D008710,Methenolone
D008711,Metergoline
C100193,demecarium
D008715,Methionine
C047049,colfosceril
D005942,Copper Gluconate
D014266,Trientine
D008723,Methohexital
D011736,Pyridoxine
C078452,ziconotide
D014272,Trifluperidol
D014273,Triflupromazine
D008728,Methotrimeprazine
D008729,Methoxamine
C041218,lapyrium
D008733,Methoxyflurane
C078973,milbemycin oxime
D014287,Trimebutine
D014291,Trimeprazine
D014292,Trimetazidine
D014293,Trimethadione
D014294,Trimethaphan
C079363,borage oil
D014217,Troleandomycin
D014325,Tromethamine
D014343,Trypan Blue
D014364,Tryptophan
D001120,Arginine
D013893,Thiram
C079703,rufinamide
D014441,Tyropanoate
D014443,Tyrosine
C084583,methyprylon
D014449,Tyrothricin
D001127,Arginine Vasopressin
D014494,Unithiol
D014498,Uracil
D014499,Uracil Mustard
D001073,Aprindine
D013948,Moxisylyte
D013949,Thymus Extracts
D008797,Metyrapone
D003314,Corn Oil
C001532,leucocyanidin
D014633,Valine
C016538,lime
D014639,Vanadium
D008802,Mezlocillin
D013972,Thyrotropin
D008803,Mianserin
C028222,dicobalt edetate
C025655,lofexidine
C023842,lormetazepam
D003366,Cosyntropin
D013976,Tiapride
D063325,Tiapride
C007852,"alpha-glucoheptonic acid, magnesium salt (2:1)"
C030123,coumarin
C008959,lyapolate
D014745,Viloxazine
D014747,Vinblastine
D014749,Vincamine
C080945,parnaparin
D014001,Tin
D014751,Vindesine
D014801,Vitamin A
C023850,Tacalcitol
D003407,Creosote
D020947,Tea Tree Oil
D014048,Tolonium Chloride
C030298,malic acid
D004205,Cromoglycate
C037938,mandelic acid
C025340,manganese chloride
C039798,manganese sulfate
D022242,Pneumococcal Vaccines
C005096,mebeverine
C005139,mebhydroline
C100122,meclocycline
C019476,mecobalamin
C001694,meglumine ioxithalamate
C023885,menadiol
C008352,meprednisone
D015644,Miocamycin
C006069,mequitazine
C028431,"mercuric chloride, ammoniated"
D008926,Plicamycin
C044642,methdilazine
D003493,Cyclacillin
D003494,Cyclamates
C005157,methoxyphenamine
D014807,Vitamin D
D014810,Vitamin E
C518753,ferrous phosphate
C082430,molgramostim
C005106,methylbenzethonium
C082437,lenograstim
D014192,Trapidil
D014216,Triacetoneamine-N-Oxyl
D008981,Molsidomine
D020366,Methylmethacrylate
C008473,methyl nicotinate
C015358,methylparaben
D008982,Molybdenum
C032943,metocurine
C416903,agalsidase alfa
D003518,Cyclopenthiazide
D014812,Vitamin K
D014867,Water
C000227,mild silver protein
C049430,mivacurium
D016572,Cyclosporine
D014988,Xipamide
D014993,Xylitol
D014994,Xylose
D020912,Moclobemide
D015032,Zinc
D003534,Cyproterone
C423508,abarelix
D014373,Tuberculin
D014439,Tyramine
D014501,Uranium
D014529,Uridine
D003006,Zuclopenthixol
C025343,monooctanoin
C005267,moroxydine
C106389,conivaptan
D003545,Cysteine
D001151,Arsenic
D014769,Virginiamycin
D014803,Vitamin B Complex
D014862,Wasp Venoms
D014978,Xenon
D015003,Yeasts
C043482,moxonidine
C052717,mucopolysaccharide polysulfate
D011284,Pregnenolone
D019344,Lactic Acid
C024362,arginine glutamate
C022901,(1-6)-alpha-glucomannan
C054999,mofezolac
C058651,tiludronic acid
C059659,technetium Tc 99m bicisate
C072269,temoporfin
D001216,Asparagine
D003553,Cystine
C044919,deferiprone
C096918,tenofovir
D000068698,Tenofovir
C097365,benzquercin
D001232,Aspergillus fumigatus
C021182,gemeprost
C036266,prednylidene
D000112,Acetyldigitoxin
D001466,Barium Sulfate
C062720,mosapride
C422649,etoricoxib
C499767,ensulizole
C044692,2-phenylbenzimidazole-5-sulfonic acid
C102874,chromium nicotinic acid complex
C105834,icodextrin
D001573,Benzoin
D000068338,Everolimus
C107135,everolimus
C025787,N-acetyltyrosine
D004369,Zinc-DTPA
C053742,roxatidine
C060225,desirudin
D001205,Ascorbic Acid
D019787,Linoleate
D003647,Debrisoquin
C086742,dehydroemetine
D001599,Berberine
C015668,4-aminomethylbenzoic acid
C007210,4-cymene
C020292,4-dimethylaminophenol
C520809,eltrombopag
C016163,valrubicin
D009173,Mycophenolic Acid
D001215,Asparaginase
D014673,Vecuronium
D001224,Aspartic Acid
D000655,Amodiaquine
C095285,silodosin
C446539,apiole
C098685,respiratory syncytial virus immune globulin intravenous
C557867,"insulin, protamine zinc, beef-pork"
D049528,"Insulin, Protamine Zinc, Beef-Pork"
D009257,Nafronyl
C038981,nalmefene
C050055,wheat germ oil
C008088,alfacalcidol
D001279,Atracurium
C053355,tirilazad
D001379,Azathioprine
C557863,"isophane insulin, beef"
D020108,Nicorandil
D001390,Azlocillin
C013150,nifuroxazide
C029924,nifurzide
D000255,Adenosine Triphosphate
C084810,bamethan
D001462,Barbital
D008771,Corbadrine
D001500,BCG Vaccine
C005308,nitroxoline
C001758,bendamustine
C047637,nomegestrol
C002747,theodrenaline
D009340,Nefopam
C065507,ferumoxides
C101584,cisatracurium
C005310,norfenefrine
C005845,normethadone
C060343,lercanidipine
C005331,norpseudoephedrine
D003868,Dequalinium
C403769,certoparin
C013934,octylonium
C101012,ferrous lactate
D001535,Benactyzine
C101315,Capromab Pendetide
D001537,Bencyclane
C084830,benorilate
D001544,Benperidol
D001545,Benserazide
D001546,Bentonite
D004281,Docosahexaenoate
C103100,silver acetate
D009356,Neon
C071741,remifentanil
D001553,Benzbromarone
C104468,magnesium orotate
C010642,"3,3',5-triiodothyroacetic acid"
C050566,omoconazole
C078823,tirofiban
D003892,Deslanoside
C081732,iloperidone
D007203,Indigotindisulfonate
C088327,plerixafor
D009428,Netilmicin
C084101,doramectin
C084623,febuxostat
D000069465,Febuxostat
D000676,Amrinone
C084865,black currant oil
D000677,Amsacrine
D003900,Desoxycorticosterone
C121905,micafungin
C105861,ancestim
C106856,alatrofloxacin
C005461,oxeladin
D022243,Rotavirus Vaccines
D000075,Acepromazine
C026055,oxilofrine
C022909,5-methoxypsoralen
C032033,5-methyl-8-hydroxyquinoline
C012318,fenbutrazate
C012779,bis(carboxyethyl)germanium sesquioxide
C066750,proxigermanium
C014225,tocophersolan
C021280,aceprometazine
D009530,Nicergoline
C027134,silver mono(2-aminoethyl)phosphate
C028777,difemerine
C028833,tioclomarol
D010129,4-Aminobenzoic Acid
C037665,tilbroquinol
C049331,racecadotril
C013384,acetylglycyrrhetinic acid
C042176,prednazoline
C029900,adipic acid
C040224,adrenalone
C005709,raubasine
D009534,Niclosamide
D009536,Niacinamide
C027953,alminoprofen
C010843,aloxiprin
C055632,myrtol
C029743,alpha-ketoglutaric acid
C006480,althiazide
C033065,aluminum magnesium silicate
C515442,magnesium aluminum silicate
C010850,aminoquinuride
C038178,ammonium ferrous sulfate
C061972,153Sm-EDTMP
C100229,amphetaminil
C067591,butalamine
D002046,Bupranolol
C039726,artesunate
C073326,clofezone
C100243,azidocillin
C018222,azosemide
C006683,bamifylline
C011676,beclamide
C013835,benphothiamine
D002118,Calcium
C009999,benzonidazole
C047723,benzophenone
C100065,flucloronide
D002124,Calcium Fluoride
D005937,Calcium Glucarate
C057775,benzylparaben
C019269,benzylthiouracil
C108286,climbazole
C501920,"SIRPA protein, human"
C111010,S-benzoylmercaptoacetyltriglycine
C004497,bisabolol
C015712,bisdequalinium
D000110,Acetylcholinesterase
D002159,Cambendazole
C113019,calcium bromide
C036007,bopindolol
C006088,bornaprine
C037079,brodimoprim
C004560,idrocilamide
D009540,Nicotinyl Alcohol
C017590,oxitropium
C008735,oxolamine
D002187,Cannabinol
C013855,bromopride
D009544,Niflumic Acid
D009545,Nifuratel
D009552,Nikethamide
C100201,oxyphencyclimine
D009554,Nimorazole
D014249,Trichophyton
C005425,pantethine
D001591,Benzydamine
D002192,Canrenone
C026710,budipine
D019797,3-Iodobenzylguanidine
C000987,"4,4'-oxydi-2-butanol"
D020888,Vigabatrin
D009567,Nitrazepam
D009568,Nitrendipine
D009569,Nitric Oxide
C029107,4-chlorophenol
C014594,formestane
C018176,bunazosin
D001621,Betahistine
D009584,Nitrogen
C012797,butibufen
C085671,corticorelin ovine
D000113,Acetyldigoxins
C006854,butyl chloride
D009599,Nitroprusside
D009609,Nitrous Oxide
D009641,Norethynodrel
C013334,butylvinal
C021334,buzepide metiodide
D009665,Noscapine
C005731,paramethadione
D003916,Dextromoramide
C003402,sapropterin
D003918,Dextrothyroxine
D009675,Novobiocin
C008769,patent blue violet
D003932,Heroin
C008783,pentaerythritol
C010238,fomepizole
D009756,Nylidrin
D001627,Bethanidine
C007942,pentifylline
D003973,Diatrizoate
D009764,o-Phthalaldehyde
D001629,Bezafibrate
D045783,Clove Oil
D009827,Oleandomycin
C005396,phenacemide
C032637,ceruletide diethylamine
D001646,Bile
C531377,rilonacept
D003982,Dibekacin
C084829,adiphenine
C006166,phenothrin
C087507,BCG Connaught
C100129,phensuximide
C084605,dibenzepin
D000074,Acenocoumarol
D001647,Bile Salts
C046650,quinagolide
C440975,silybin
C087896,reteplase
D009950,Ornidazole
C008872,pholcodine
D016210,Methacholine
D003999,Dichloroacetate
D004002,Clodronic Acid
C008881,phosphocellulose
D009951,Ornipressin
D009952,Ornithine
C073338,carbazochrome
D000721,Ancrod
D020442,Poloxamer
D005419,Bioflavonoids
C004887,ethylnorepinephrine
C014347,decitabine
C006843,butethamate citrate
D001710,Biotin
C088769,ferumoxsil
D010073,Oxamniquine
C100300,phthalylsulfathiazole
D010096,Oxprenolol
C021273,campesterol
C018802,6-acetylaminocaproic acid
C005701,picosulfate sodium
D001729,Bismuth
C475457,methyl 5-aminolevulinate
C013199,pinaverium
C016064,pipazethate
D010100,Oxygen
D017300,Pipecuronium
C004377,pipenzolate
C430592,ixabepilone
C005454,piperonal
C015451,piretanide
C052599,piroctone olamine
C008930,plasma protein fraction
D004049,Diethylcarbamazine
C031492,octanoic acid
C084589,oxypertine
C575199,"4-butyl-1-(4-hydroxyphenyl)-2-phenyl-3,5-pyrazolidinedione"
D010113,Oxyphenbutazone
D010115,Oxyphenonium
C014382,carazolol
D004060,Diflucortolone
C100295,poldine
D004074,Digitoxin
D010136,p-Hydroxyamphetamine
D000735,Androstenedione
C035838,danaparoid
C006912,carboxypolymethylene
D004078,Dihydralazine
C102786,anidulafungin
C523979,tapentadol
D025441,Dihydroergocornine
D025442,Dihydroergocristine
D025443,Dihydroergocryptine
C003185,polynoxylin
D004088,Dihydroergotoxine
D010197,Pancuronium
C105565,pangamic acid
C100141,sulfacytine
D002207,Capreomycin
D002715,Chlormadinone
D010205,Pantothenic Acid
C006922,carpipramine
C001910,carzenide
C467567,lenalidomide
D004097,Dihydrotachysterol
C026329,potassium bicarbonate
D010242,Paraldehyde
D010248,Paramethasone
C029943,potassium hydroxide
C009006,potassium perchlorate
C013216,potassium phosphate
D010293,Pargyline
C031512,potassium sulfate
D015366,Pefloxacin
C526675,fesoterodine
D010395,Penfluridol
D010396,Penicillamine
D019840,2-Propanol
C053347,prenylamine lactate
C047444,cefetamet
C033356,cefodizime
C012653,ceforanide
C009185,pridinol
D004115,Dimethindene
D017265,Procaterol
C005598,prolintane
C013657,promestriene
C005555,propamidine
C029658,propionic acid
C006068,propylparaben
C508827,acetanilide
C026191,diethylamine salicylate
C031576,lomifylline
C009077,propyphenazone
C019541,proglumetacin
C023718,acecarbromal
C056498,aceclofenac
C026784,acemetacin
D015237,Dinoprost
D004145,Diosmin
C003237,proxyphylline
C012518,pseudoisocytidine
C100162,acetophenazine
C027696,acipimox
D001895,Boron
C008970,alginic acid
C033968,alizapride
C006457,alloin
C006470,allylpropymal
C012712,aloglutamol
D001960,Bromazepam
D010418,Pentagastrin
D001963,Bromelains
D001964,Bromhexine
C016976,aluminum chlorhydrate
C012714,aluminum phosphate
C041524,aluminum sulfate
C010846,alverine
C027784,amezinium
D004926,Escherichia coli
D004166,Diphtheria Antitoxin
C024631,pyrvinium
D015649,Pentostatin
C006955,cetiedil
D010433,Pentylenetetrazole
C026546,quinfamide
D010434,Pepsin A
D004177,Dipyrone
C005031,cetyl alcohol
D010447,Peptide Hydrolases
D010461,Peptones
D010480,Perhexiline
C002545,amidoline
C488777,romiplostim
C011597,amineptin
C022175,ammonium molybdate
C024788,ammonium phosphate
D000096,Acetone
C038974,amorolfine
C006578,anethole
C100232,anileridine
C036466,aniracetam
D002019,Bufexamac
D010567,Pertussis Vaccine
C084812,carbromal
C006621,arachis oil
D002064,Buserelin
D010577,Petrolatum
C073325,butacaine
D002271,Carbutamide
C032942,artemether
C073259,iocetamic acid
C073322,fominoben
C004446,asiaticoside
D010615,Phenacetin
C050701,atipamezole
D002084,Butylated Hydroxytoluene
D010629,Phenformin
D010630,Phenindione
C077110,ambroxol-theophylline-7-acetate
C047766,bambuterol
C020867,bamipine
D010633,Phenmetrazine
D020123,Sirolimus
D017330,Remoxipride
D010637,Phenolsulfonphthalein
D010644,Phenprocoumon
C014792,reproterol
C001584,benfluorex
D002112,Calcifediol
D010649,Phenylalanine
C006717,bentiromide
C004528,benzarone
D002117,Calcitriol
D002119,Calcium Carbonate
C084645,distigmine
C023808,rifamycin SV
C018421,rifapentine
C016300,chloramine-T
C471996,deracoxib
C021083,rosoxacin
C058787,royal jelly
C002815,chlorfenethazine
C004463,benzothiazide
D002122,Calcium Chloride
C116664,tolvaptan
C096001,daclizumab
C100234,benzquinamide
C100133,pramiverine
C006723,benzyl benzoate
C509029,benzylpenicilloyl G polylysine
D002125,Calcium Gluconate
D019207,beta Carotene
C020243,calcium phosphate
D002133,Calcium Sulfate
C036596,bifonazole
D000108,Acetylcarnitine
C018465,bioallethrin
D000109,Acetylcholine
C034054,bismuth carbonate
C033301,bismuth oxide
C028508,bismuth subcarbonate
C009213,Scarlet Red
C010804,bismuth subnitrate
D004294,Domperidone
C006984,chlorocresol
C016724,secnidazole
D004308,Dothiepin
D020887,Selenious Acid
C027762,bone meal
C113157,basiliximab
C068874,raltitrexed
D051523,Palifermin
C045166,bretylium
C006798,brilliant green
C006820,bromperidol
C020960,brotizolam
C012222,brovanexine
C009250,sevoflurane
C003316,sobrerol
C010651,buflomedil
D002193,Cantharidin
C100233,bumadizone
C006841,butamirate
C027712,butobarbital
C009732,buthiazide
C009279,sodium bisulfite
C005200,sodium metabisulfite
C027707,sodium perborate
C100242,butriptyline
D064748,Dexlansoprazole
C052555,spirapril
D004394,Dydrogesterone
C007032,chlorthenoxazin
D000114,Acetylene
C004644,camylofine
D002229,Carbenoxolone
D002231,Carbimazole
C012047,sulfametrole
C035444,sultamicillin
C033007,Carbarson
C025911,sunflower seed oil
C529000,golimumab
C029768,tartaric acid
C013276,teferrol
C054745,temafloxacin
C032801,tenoxicam
D010696,Phloroglucinol
D000781,Anethole Trithione
C035458,testosterone 17-phenylpropionate
C005245,tetrazepam
C023507,tetroxoprim
C005822,thenyldiamine
C004280,thiocolchicoside
C100194,thiopropazate
D002233,Carbocysteine
D004629,Emepronium
D004640,Emetine
C051006,thymomodulin
C050504,tianeptine
C027385,tibolone
C013305,tolciclate
C009500,tolfenamic acid
C040550,tolrestat
D054709,Lecithins
C005370,tramazoline
C018404,treosulfan
C020168,triazulenone
C100302,tribenoside
C004345,triclofos
C005386,tridihexethyl
C016167,triflusal
C009954,trilostane
D010743,Phospholipids
C014873,trisulfapyrimidine
C005865,troxerutin
C010809,tulobuterol
C034028,vanadyl sulfate
C005871,vanillyl-N-nonylamide
C027429,veralipride
D010758,Phosphorus
D000362,Agar
D017307,Xamoterol
C043877,acamprosate
C472965,fospropofol
C036650,zinc carbonate
C016837,zinc chloride
D010830,Physostigmine
D016898,Interferon-alpha
C554150,interferon alfa-n1
D019287,Zinc Sulfate
C013341,zipeprol
D010837,Vitamin K 1
C028541,zirconium oxide
D010840,Phytosterols
C515050,zopiclone
D016255,Anistreplase
D004872,Vitamin D 2
C059896,miglustat
C028498,evening primrose oil
C050199,digoxin antibodies Fab fragments
C032151,cifenline
D004897,Erythrityl Tetranitrate
C007066,cinametic acid
C045316,cinitapride
C067601,piperacetazine
D002245,Carbon Dioxide
C034930,piperazine
C007005,carprofen
D010885,Pipobroman
D010889,Piracetam
D010890,Pirenzepine
D019818,Clavulanic Acid
D010909,"Pituitary Hormones, Posterior"
D010917,Pivampicillin
D010918,Pizotyline
C004687,clofexamide
C018874,clofoctol
C007090,clomocycline
C085843,abciximab
D002374,Catalase
D002248,Carbon Monoxide
D004928,Escin
C015677,amylocaine
C000913,cobamamide
C102070,lumefantrine
C090600,gadobutrol
D011097,Polygeline
D003346,Corticotropin-Releasing Hormone
C091346,fomivirsen
D011188,Potassium
D004964,Estriol
D011189,Potassium Chloride
D017272,Celiprolol
D002260,Carboprost
C028019,cesium chloride
D004967,Estrogens
C004322,cetrimonium
D004979,Ethamsylate
C007020,chlorophyllin
C004616,chloroprocaine
C004664,chloropyramine
C100100,chlorphenoxamine
C059451,lornoxicam
C012839,cholinophyllin
C022990,chromic chloride
D011193,Potassium Iodide
C017133,chromous chloride
D004998,Ethiodized Oil
C067192,ibutilide
D005003,Ethisterone
D002331,Carnitine
C084820,profenamine
C018873,cicloxilic acid
D017315,Cilazapril
C007145,crataegus extract
C010087,eucalyptol
C019304,ciprofibrate
D005032,Ethylestrenol
D005036,Ethylmorphine
D005039,Etilefrine
C000486,citiolone
D011222,Prazepam
D005041,Etidocaine
D005045,Etomidate
C038008,croconazole
D005050,Etretinate
D005054,Eugenol
D005070,Evans Blue
C030341,salmon oil
C066304,sertindole
C052745,zinc hydroxide
D016576,Fleroxacin
C014417,clebopride
C030906,clemizolpenicillin
C012255,clobazam
C000490,clobenzorex
C017135,clobutinol
C011731,cloprednol
C000520,cuprous oxide
C004660,clorophene
C005522,cloxazolam
C028457,cyamemazine
D016644,Canthaxanthin
D015310,Cefotiam
D011299,Prenylamine
D002441,Cefsulodin
C038068,cicletanine
D011341,Probucol
D016700,Encainide
C001383,cyclobutyrol
C078456,denileukin diftitox
C579662,dextran 1
C506643,liposomal doxorubicin
D016853,Muromonab-CD3
C012262,cycrimine
C000027,cyprodenate
D011370,Proflavine
D002635,Chenodeoxycholate
D000409,Alanine
D002504,Meclofenoxate
D002509,Cephaloridine
C010100,dehydrosanol
D002518,Ceramides
C011214,demegestone
C001967,denaverine
D011377,Proglumide
D011392,Proline
D011526,Cryptenamine
D003685,Trioxocholate
C092985,calcium pidolate
D003840,Deoxycholate
D011395,Promazine
D011397,Promegestone
D009768,Obidoxime
D010130,p-Aminohippuric Acid
C093233,iobitridol
C084584,periciazine
C084591,propiomazine
C093450,ardeparin
D005259,Felypressin
D005275,Fendiline
D005280,Fenoterol
D011440,Propyliodone
D011479,Protamines
D011506,Proteins
D005340,Fibrinogen
C068329,clofarabine
D017338,Cladribine
D002593,Cetrimides
C008396,dichlorobenzyl alcohol
C023635,dienogest
C013483,diethanolamine fusidate
C007383,difebarbamate
C114976,technetium Tc 99m arcitumomab
C017231,aldioxa
C084600,floctafenine
D005436,Floxacillin
C118524,helicidine
C035916,dipropizine
C004651,dipropylacetamide
C119496,iodine-131 anti-B1 antibody
D005442,Flumazenil
D005443,Flumethasone
D005444,Flunarizine
C479038,carbomer
D005445,Flunitrazepam
D005448,Fluocortolone
C018620,oleoresin capsicum
C037328,ethylnicotinate
C028042,dolomite
C542912,amylmetacresol
C533149,"2,2-methylenebis(4-chloro-3-methyl-isopropylphenol)"
D005475,Flupenthixol
C046318,dopexamine
C068538,liposomal amphotericin B
D005484,Fluspirilene
C004369,2-phenylphenol
D005486,Flavin Mononucleotide
C477447,benproperine
C100263,dromostanolone
C008405,demelverin
C005317,drotaverin
C010353,Protamone
C049073,droxicam
C103422,2-ethylhexyl salicylate
D005601,Framycetin
D005641,Tegafur
D000443,Alcuronium
D024502,alpha-Tocopherol
D019327,Copper Sulfate
C070292,alglucerase
C005472,efloxate
D015250,Aclarubicin
C013591,aluminum magnesium hydroxide
D005703,Gallamine
D005711,Gallopamil
C072197,beractant
C031906,bifemelane
D005780,Gelatin
C004554,bismuth tribromophenate
C005398,phenoxyethanol
D029760,Gamboge
D031841,Aconite
D002766,Cholecystokinin
C431566,degarelix
C045651,epigallocatechin gallate
C002749,cafedrine
C031365,epomediol
D019355,Calcium Citrate
C015853,eprozinol
C110051,calcium lactate
C048498,erdosteine
C485829,dicalcium phosphate anhydrous
C018392,tricalcium phosphate
D002784,Cholesterol
C446080,talbutal
D005857,Germanium
C002125,etifoxine
C100268,ethamivan
D019856,Ethanolamine
C012817,cetalkonium chloride
D005866,Gestonorone Caproate
C018935,ethenzamide
D005867,Gestrinone
D015760,Alfentanil
C006972,chloroacetate
C031752,ethyl cysteine
C007678,ethyl linoleate
C419502,alvimopan
C031334,chromocarb diethylamine
C511328,flumethiazide
C005804,terpin hydrate
D010718,Phosphatidylserines
D011727,Pyridinolcarbamate
D005907,Gliclazide
D011730,Pyridoxal
C009746,etofibrate
D011746,Pyrithioxin
D011748,Pyrogallol
D011794,Quercetin
D011796,Quinacrine
D011800,Quinestrol
D064697,Racemethionine
D005973,Glutamine
D005978,Glutathione
D020927,Dexmedetomidine
C003087,febarbamate
D005984,Glutethimide
C004518,fenethylline
C048314,fenoverine
C004996,fenozolone
C035885,ferric phosphate
C029451,ferrous chloride
D002857,Chromium
C005924,cortivazol
D012085,Chymosin
C084826,rescinnamine
D012256,Riboflavin
C002094,flavodic acid
C022811,edoxudin
D057073,Thyrotropin Alfa
C084590,rimiterol
D017335,Enoximone
C036604,esmolol
C495058,pegaptanib
D002866,Chromonar
C014870,flopropione
D012395,Rose Bengal
D015575,Roxithromycin
D006139,Guaiacol
D012431,Rutin
D012439,Saccharin
D012450,Safflower Oil
C012976,flumequine
C011824,fluocortin butyl ester
C034833,fluorescein dilaurate
C007740,fluorexon
C034161,flupirtine
C100275,fomocain
C004955,fosfestrol
C514290,trisodium citrate
C013172,gamma-oryzanol
D012633,Secretin
D018038,Selenite
C116580,fructooligosaccharide
D019803,Glutathione Disulfide
D006221,Halothane
D012694,Serine
D012822,Silicon Dioxide
D012825,Silicon
D012828,Silicones
C015088,cresatin
